job_title,grade,jurisdictional_classification,negotiating_unit,job_level,agency_description
Ocean & Lakes Policy Analyst 2,27,0.0,5.0,,"State, Department of"
Offender Rehab Coordinator Al&Sb Abuse T SL,19,0.0,5.0,,Corrections - M/O+Facs
Offender Rehabilitation Aide,13,0.0,5.0,,Corrections - M/O+Facs
Offender Rehabilitation Aide Manual Comm,13,0.0,5.0,,DOCCS Downstate Cor Facility
Offender Rehabilitation Aide Spanish Language,13,0.0,5.0,,DOCCS Ulster Cor Facility
Offender Rehabilitation Coordinator,19,0.0,5.0,,Corrections - M/O+Facs
Offender Rehabilitation Coordinator Al&Sub Abuse T,19,0.0,5.0,,Corrections - M/O+Facs
Offender Rehabilitation Coordinator Manual Comm,19,0.0,5.0,,Corrections - M/O+Facs
Offender Rehabilitation Coordinator SL,19,0.0,5.0,,Corrections - M/O+Facs
Office Aide,NS,6.0,2.0,,Multiple Agencies
Office Assnt 1,6,0.0,2.0,,Multiple Agencies
Office Assnt 1 Keyboarding,6,0.0,2.0,,Multiple Agencies
Office Assnt 1 Keyboarding Chinese Language,6,0.0,2.0,,NYS Gaming Commission
Office Assnt 1 Keyboarding Spanish Language,6,0.0,2.0,,Multiple Agencies
Office Assnt 1 Spanish Language,6,0.0,2.0,,Multiple Agencies
Office Assnt 1 Stores/Mail,6,0.0,2.0,,Multiple Agencies
Office Assnt 2,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Calculations,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Customer Service,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Customer Service Spanish Language,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Keyboarding,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Keyboarding Spanish Language,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Spanish Language,9,0.0,2.0,,Multiple Agencies
Office Assnt 2 Stores/Mail,9,0.0,2.0,,Multiple Agencies
Office Assnt 3,14,0.0,2.0,,Multiple Agencies
Office Assnt 3 Calculations,14,0.0,2.0,,Multiple Agencies
Office Assnt 3 Human Resources,14,0.0,2.0,,Multiple Agencies
Office Srvs Manager,23,0.0,5.0,,Multiple Agencies
Operations Support Manager 1,25,0.0,5.0,,Multiple Agencies
Operations Support Manager 2,62,0.0,6.0,,Multiple Agencies
Optician,12,0.0,5.0,,"Optometry, College of"
Optometric Technician,9,0.0,5.0,,"Optometry, College of"
Park & Recreation Specialist 1,NS,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Park & Recreation Specialist 2,NS,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Park Dir 1,61,1.0,6.0,,Park Commission For the City Of NY
Park Dir 2,62,1.0,6.0,,Park Commission For the City Of NY
Park Dir 2 Arboretum,62,1.0,6.0,,P&R Long Island Park Comm
Park Dir 3,63,1.0,6.0,,Park Commission For the City Of NY
Park Dir 4,64,1.0,6.0,,Parks+Recreation-M/O+Reg Comms
Park Dir 5,65,1.0,6.0,,P&R Long Island Park Comm
Park Manager 1,18,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Park Manager 2,21,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Park Manager 3,23,0.0,6.0,,Parks+Recreation-M/O+Reg Comms
Park Operations Manager 1,61,0.0,6.0,,Parks+Recreation-M/O+Reg Comms
Park Operations Manager 2,62,0.0,6.0,,P&R Niagara Frontier Park Comm
Park Operations Manager 3,63,0.0,6.0,,Parks+Recreation-M/O+Reg Comms
Park Operations Manager 4,64,0.0,6.0,,Parks+Recreation-M/O+Reg Comms
Park Operations Manager 5,65,0.0,6.0,,"P&R Parks and Rec, Office of"
Park Police Officer,14,0.0,31.0,,Parks+Recreation-M/O+Reg Comms
Park Police Officer SL,14,0.0,31.0,,Parks+Recreation-M/O+Reg Comms
Park Ranger,8,1.0,21.0,,Multiple Agencies
Park Ranger 2,12,1.0,21.0,,Parks+Recreation-M/O+Reg Comms
Park Recreation Activities Specialist,10,0.0,4.0,,Parks+Recreation-M/O+Reg Comms
Park Recreation Supvr,14,0.0,5.0,,Parks+Recreation-M/O+Reg Comms
Park Sanitation Supt,16,0.0,3.0,,Parks+Recreation-M/O+Reg Comms
Park Supvr 1,11,0.0,3.0,,Parks+Recreation-M/O+Reg Comms
Park Supvr 2,14,0.0,3.0,,Parks+Recreation-M/O+Reg Comms
Park Worker 1,4,1.0,3.0,,P&R Genesee
Park Worker 2,6,1.0,3.0,,Parks+Recreation-M/O+Reg Comms
Park Worker 3,9,1.0,3.0,,Multiple Agencies
Parking Operations Supvr 1,14,0.0,3.0,,"General Services, Office of"
Parking Operations Supvr 2,18,0.0,5.0,,"General Services, Office of"
Parking Services Attendant,5,3.0,3.0,,Multiple Agencies
Parking Services Manager,23,0.0,6.0,,"General Services, Office of"
Parks & Recreation Aide 1,NS,3.0,3.0,,Parks+Recreation-M/O+Reg Comms
Parks & Recreation Aide 2,NS,3.0,3.0,,Parks+Recreation-M/O+Reg Comms
Parks & Recreation Aide 3,NS,3.0,3.0,,Parks+Recreation-M/O+Reg Comms
Parks & Recreation Aide 4,NS,3.0,3.0,,Parks+Recreation-M/O+Reg Comms
Parks & Recreation Aide 5,NS,3.0,3.0,,Parks+Recreation-M/O+Reg Comms
Parks & Recreation Aide 6,NS,3.0,3.0,,"Environmental Conservation, Dept of"
Parks & Recreation Aide 7,NS,3.0,3.0,,Multiple Agencies
Parks & Recreation Forest Ranger,12,0.0,21.0,,P&R Palisades Park Comm
Parole Officer,21,0.0,5.0,,Corrections - M/O+Facs
Parole Officer Spanish Language,21,0.0,5.0,,Corrections - M/O+Facs
Parole Revocation Specialist 1,24,0.0,5.0,,DOCCS Community Supervision
Parole Revocation Specialist 2,26,0.0,5.0,,DOCCS Community Supervision
Parole Services Program Specialist,29,1.0,5.0,,Corrections - M/O+Facs
Pathologist 3,38,0.0,5.0,,Nathan Kline Institute
Pavement Marking Supvr,11,1.0,3.0,,Transportation - M/O+Regs
Payroll Analyst 1,18,0.0,6.0,,"Comptroller, Office of"
Payroll Analyst 2,23,0.0,6.0,,"Comptroller, Office of"
Payroll Analyst 3,61,0.0,6.0,,"Comptroller, Office of"
Payroll Analyst 4,62,0.0,6.0,,"Comptroller, Office of"
Payroll Analyst 5,64,0.0,6.0,,"Comptroller, Office of"
Payroll Assnt,9,0.0,2.0,,Multiple Agencies
Payroll Examiner 1,12,0.0,2.0,,Multiple Agencies
Payroll Examiner 2,15,0.0,2.0,,Multiple Agencies
Payroll Examiner 3,18,0.0,5.0,,Multiple Agencies
Payroll Examiner 4,23,0.0,5.0,,Multiple Agencies
Payroll Specialist 1,11,0.0,2.0,,"Comptroller, Office of"
Payroll Specialist 2,14,0.0,2.0,,"Comptroller, Office of"
Peer Specialist,9,1.0,4.0,,Multiple Agencies
Peer Specialist OASAS,9,1.0,4.0,,Addiction Treatment Centers
Peer Specialist Youth Services,9,1.0,4.0,,"Children&Family Svcs, Off of"
Pesticide Control Specialist 1,18,0.0,5.0,,"Environmental Conservation, Dept of"
Pesticide Control Specialist 1 Spanish Language,18,0.0,5.0,,"Environmental Conservation, Dept of"
Pesticide Control Specialist 2,21,0.0,5.0,,"Environmental Conservation, Dept of"
Pesticide Control Specialist 2 Spanish Language,21,0.0,5.0,,"Environmental Conservation, Dept of"
Pesticide Control Specialist 3,25,0.0,5.0,,"Environmental Conservation, Dept of"
Pesticide Control Specialist 4,63,0.0,6.0,,"Environmental Conservation, Dept of"
Pharmacist,25,0.0,5.0,,Multiple Agencies
Pharmacy Aide,7,0.0,4.0,,Multiple Agencies
Pharmacy Consultant,25,0.0,5.0,,Multiple Agencies
Pharmacy Manager,29,0.0,5.0,,Multiple Agencies
Pharmacy Manager Health,29,0.0,5.0,,"Health, Department of"
Pharmacy Services Dir,64,0.0,6.0,,Multiple Agencies
Pharmacy Services Dir Health,64,0.0,6.0,,"Health, Department of"
Pharmacy Supvr,27,0.0,5.0,,Multiple Agencies
Pharmacy Supvr Health,27,0.0,5.0,,Multiple Agencies
Pharmacy Supvr P&R,27,0.0,5.0,,"Education, Dept of"
Phlebotomist,8,1.0,4.0,,Multiple Agencies
Photographer 1,8,0.0,2.0,,"Upstate Medical Center, SUNY"
Photographer 2,11,0.0,2.0,,Multiple Agencies
Photographer 4,18,0.0,5.0,,Multiple Agencies
Physical Plant Manager,61,1.0,6.0,,Park Commission For the City Of NY
Physical Therapist,16,0.0,5.0,,Multiple Agencies
Physical Therapy Assnt 1,11,0.0,5.0,,Multiple Agencies
Physical Therapy Assnt 2,14,0.0,5.0,,Multiple Agencies
Physician Assnt,23,0.0,5.0,,Multiple Agencies
Plant Supt A,25,0.0,5.0,,Multiple Agencies
Plant Supt B,23,0.0,5.0,,Multiple Agencies
Plant Supt C,21,0.0,5.0,,Multiple Agencies
Plant Utilities Assnt,9,0.0,3.0,,Multiple Agencies
Plant Utilities Engineer 1,14,0.0,3.0,,Multiple Agencies
Plant Utilities Engineer 2,16,0.0,3.0,,Multiple Agencies
Plant Utilities Engineer 3,19,0.0,3.0,,Multiple Agencies
Plant Utilities Engineer 4,21,0.0,5.0,,Multiple Agencies
Policy Analyst 1 Energy,18,1.0,5.0,,"Public Service, Department of"
Policy Analyst 1 Public Authority,18,0.0,5.0,,Authorities Budget Office
Policy Analyst 2 Energy,23,1.0,5.0,,"Public Service, Department of"
Policy Analyst 2 Public Authority,23,0.0,5.0,,Authorities Budget Office
Policy Analyst 3 Energy,27,1.0,5.0,,"Public Service, Department of"
Policy Analyst 3 Public Authority,27,0.0,5.0,,Authorities Budget Office
Policy Analyst 4 Public Authority,64,0.0,6.0,,Authorities Budget Office
Policy Analyst 5 Energy,31,1.0,5.0,,"Public Service, Department of"
Policyholder Services Representative 1,18,0.0,5.0,,State Insurance Fund
Policyholder Services Representative 2,23,0.0,5.0,,State Insurance Fund
Policyholder Services Representative 3,25,0.0,5.0,,State Insurance Fund
Policyholder Services Representative 4,27,0.0,5.0,,State Insurance Fund
Post Doctoral Fellow,NS,1.0,5.0,,Helen Hayes Hospital
Preliminary Hearing Officer Parole Revocation,24,1.0,5.0,,DOCCS Parole Board
Prin Accountant,27,0.0,5.0,,Multiple Agencies
Prin Accountant State Accounts & Systems,27,0.0,5.0,,"Comptroller, Office of"
Prin Actuary Casualty,28,0.0,5.0,,Multiple Agencies
Prin Actuary Life,28,0.0,5.0,,Multiple Agencies
Prin Admnv Analyst,27,0.0,5.0,,Multiple Agencies
Prin Attorney,65,0.0,6.0,,Multiple Agencies
Prin Attorney Tax,65,0.0,6.0,,"Taxation and Finance, Dept of"
Prin Attorney Tax Enforcement,65,1.0,6.0,,"Taxation and Finance, Dept of"
Prin Budget Examiner,64,0.0,6.0,,"Budget, Division of the"
Prin Capital Program Analyst,27,0.0,5.0,,"Transportation, Department of"
Prin Clerk Collection,11,0.0,2.0,,State Insurance Fund
Prin Data Entry Machine Operator,14,0.0,2.0,,Multiple Agencies
Prin Drafting Technician Architectural,16,0.0,5.0,,Multiple Agencies
Prin Drafting Technician Electrical,16,0.0,5.0,,"General Services, Office of"
Prin Drafting Technician Gen,16,0.0,5.0,,Multiple Agencies
Prin Drafting Technician Mechanical,16,0.0,5.0,,Multiple Agencies
Prin Drafting Technician Structural,16,0.0,5.0,,Transportation - M/O+Regs
Prin Economist,62,0.0,6.0,,Multiple Agencies
Prin Economist Labor Research,27,0.0,5.0,,"Labor, Department of"
Prin Economist Regulatory Economics,27,0.0,5.0,,"Public Service, Department of"
Prin Employment Security Clerk,14,0.0,2.0,,"Labor, Department of"
Prin Employment Security Clerk Span Lang,14,0.0,2.0,,"Labor, Department of"
Prin Engineering Materials Analyst,27,0.0,5.0,,"Transportation, Department of"
Prin Engineering Technician,16,0.0,5.0,,Multiple Agencies
Prin Engineering Technician Soils,16,0.0,5.0,,"Transportation, Department of"
Prin Environmental Analyst Agriculture,27,0.0,5.0,,"Agriculture & Markets, Dept of"
Prin Health Care Fiscal Analyst,27,0.0,5.0,,Multiple Agencies
Prin Health Care Management Systems Analyst,27,0.0,5.0,,"Health, Department of"
Prin Laboratory Animal Caretaker,11,0.0,4.0,,Multiple Agencies
Prin Laboratory Worker,11,0.0,4.0,,"Health, Department of"
Prin Landscape Architect,63,0.0,6.0,,"Transportation, Department of"
Prin Motor Vehicle License Examiner,18,0.0,5.0,,"Motor Vehicles, Department of"
Prin Municipal Financial Analyst,27,0.0,5.0,,"Comptroller, Office of"
Prin Offset Printing Machine Operator,12,0.0,3.0,,Multiple Agencies
Prin Psychologist,27,0.0,5.0,,Multiple Agencies
Prin Radiological Health Specialist,27,0.0,5.0,,"Health, Department of"
Prin Real Estate Appraiser,26,0.0,5.0,,"Financial Services, Department of"
Prin Risk Management Specialist,29,1.0,5.0,,"Financial Services, Department of"
Prin Sanitarian,23,0.0,5.0,,"Health, Department of"
Prin Statistician,27,0.0,5.0,,"Labor, Department of"
Prin Unemp Insur Referee,63,1.0,6.0,,"Labor, Department of"
Prin Utility Financial Analyst,27,0.0,5.0,,"Public Service, Department of"
Prin Workers Comp Examiner,25,0.0,5.0,,Workers Compensation Board
Print Equipment Operator 1,6,1.0,3.0,,Multiple Agencies
Print Equipment Operator 1 Digital,6,0.0,2.0,,Multiple Agencies
Print Equipment Operator 2,9,1.0,3.0,,Multiple Agencies
Print Equipment Operator 2 Digital,9,0.0,2.0,,Multiple Agencies
Print Equipment Operator 3,12,1.0,3.0,,Multiple Agencies
Print Equipment Operator 3 Digital,12,0.0,2.0,,Multiple Agencies
Print Operations Manager,19,1.0,5.0,,Multiple Agencies
Print Operations Supervisor,15,1.0,5.0,,Multiple Agencies
Procurement Manager 1,63,0.0,6.0,,"General Services, Office of"
Procurement Manager 2,64,0.0,6.0,,"General Services, Office of"
Production Control Supvr,18,0.0,4.0,,Corrections - M/O+Facs
Production Planning & Control Manager,23,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Professional Engineer 1 Civil,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Civil/Construction,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Civil/Geotechnical,24,0.0,5.0,,"General Services, Office of"
Professional Engineer 1 Civil/Structural,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Civil/Transportation,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Electrical,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Environmental,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Fire Protection,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Gas Pipeline Safety,24,0.0,5.0,,"Public Service, Department of"
Professional Engineer 1 Industrial,24,0.0,5.0,,"Labor, Department of"
Professional Engineer 1 Mechanical,24,0.0,5.0,,Multiple Agencies
Professional Engineer 1 Mechanical/HVAC,24,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Civil,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Civil/Construction,27,0.0,5.0,,"General Services, Office of"
Professional Engineer 2 Civil/Environmental,27,1.0,5.0,,Multiple Agencies
Professional Engineer 2 Civil/Geotechnical,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Civil/Materials,27,0.0,5.0,,"Transportation, Department of"
Professional Engineer 2 Civil/Structural,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Civil/Transportation,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Electrical,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Environmental,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Gas Pipeline Safety,27,0.0,5.0,,"Public Service, Department of"
Professional Engineer 2 Industrial,27,0.0,5.0,,"Labor, Department of"
Professional Engineer 2 Mechanical,27,0.0,5.0,,Multiple Agencies
Professional Engineer 2 Mechanical/HVAC,27,0.0,5.0,,"General Services, Office of"
Professional Engineer 3 Civil,63,0.0,6.0,,"Environmental Conservation, Dept of"
Professional Engineer 3 Civil/Structural,29,0.0,5.0,,"Transportation, Department of"
Professional Engineer 3 Civil/Transportation,29,0.0,5.0,,Multiple Agencies
Professional Engineer 4 Civil/Structural,64,0.0,6.0,,Transportation - M/O+Regs
Professional Engineer 4 Civil/Transportation,64,0.0,6.0,,Multiple Agencies
Professional Engineer 4 Environmental,64,0.0,6.0,,"Environmental Conservation, Dept of"
Professional Engineer 5 Civil/Transportation,65,0.0,6.0,,Transportation - M/O+Regs
Professional Engineer 6 Civil/Transportation,66,0.0,6.0,,"Transportation, Department of"
Professional Geologist 1,24,0.0,5.0,,Multiple Agencies
Professional Geologist 2,27,0.0,5.0,,Multiple Agencies
Professional Geologist 3,64,0.0,6.0,,"Environmental Conservation, Dept of"
Professional Land Surveyor 1,24,0.0,5.0,,Multiple Agencies
Program Aide,13,0.0,2.0,,Multiple Agencies
Program Aide Spanish Language,13,0.0,2.0,,Multiple Agencies
Program Analyst 1 Cannabis,18,1.0,5.0,,"Cannabis Management, Office of"
Program Analyst 2 Cannabis,23,1.0,5.0,,"Cannabis Management, Office of"
Program Analyst 3 Cannabis,27,1.0,5.0,,"Cannabis Management, Office of"
Program Assoc,NS,2.0,6.0,,Multiple Agencies
Program Assoc Willowbrook Consumer Advisory Board,NS,0.0,5.0,,"OPWDD People W Dev Disab, Office for"
Program Manager,NS,2.0,6.0,,Multiple Agencies
Program Outreach Specialist 1,18,0.0,5.0,,Multiple Agencies
Program Outreach Specialist 2,23,0.0,5.0,,Multiple Agencies
Program Research Specialist 1,18,0.0,5.0,,Multiple Agencies
Program Research Specialist 1 Criminal Justice,18,0.0,5.0,,Multiple Agencies
Program Research Specialist 1 Economics Finance,18,0.0,5.0,,Multiple Agencies
Program Research Specialist 1 Hlth Care Fin,18,0.0,5.0,,"Health, Department of"
Program Research Specialist 1 Hlth Sys Anly,18,0.0,5.0,,"Health, Department of"
Program Research Specialist 1 Human Services,18,0.0,5.0,,Multiple Agencies
Program Research Specialist 1 Public Health,18,0.0,5.0,,"Health, Department of"
Program Research Specialist 1 Transportation,18,0.0,5.0,,"Transportation, Department of"
Program Research Specialist 2,23,0.0,5.0,,Multiple Agencies
Program Research Specialist 2 Agriculture,23,0.0,5.0,,"Agriculture & Markets, Dept of"
Program Research Specialist 2 Criminal Justice,23,0.0,5.0,,Multiple Agencies
Program Research Specialist 2 Economics Finance,23,0.0,5.0,,Multiple Agencies
Program Research Specialist 2 Hlth Care Fin,23,0.0,5.0,,"Health, Department of"
Program Research Specialist 2 Hlth Sys Anly,23,0.0,5.0,,"Health, Department of"
Program Research Specialist 2 Human Services,23,0.0,5.0,,Multiple Agencies
Program Research Specialist 2 Medical Assnc,23,0.0,5.0,,"Health, Department of"
Program Research Specialist 2 Public Health,23,0.0,5.0,,"Health, Department of"
Program Research Specialist 2 Transportation,23,0.0,5.0,,"Transportation, Department of"
Program Research Specialist 3 Criminal Justice,25,0.0,5.0,,Multiple Agencies
Program Research Specialist 4,27,0.0,5.0,,Multiple Agencies
Program Research Specialist 4 Criminal Justice,27,0.0,5.0,,"Criminal Justice Services, Div of"
Program Research Specialist 4 Economics Finance,27,0.0,5.0,,Multiple Agencies
Program Research Specialist 4 Hlth C F,27,0.0,5.0,,"Health, Department of"
Program Research Specialist 4 Hlth Sys Anly,27,0.0,5.0,,"Health, Department of"
Program Research Specialist 4 Human Services,27,0.0,5.0,,Multiple Agencies
Program Research Specialist 4 Med Assnc,27,0.0,5.0,,"Health, Department of"
Program Research Specialist 4 Public Health,27,0.0,5.0,,"Health, Department of"
Program Research Specialist 4 Transportation,27,0.0,5.0,,"Transportation, Department of"
Program Research Specialist 5 Economics Finance,31,0.0,5.0,,State Insurance Fund
Program Specialist 1 Cannabis,18,0.0,5.0,,"Cannabis Management, Office of"
Program Specialist 2 Cannabis,23,0.0,5.0,,"Cannabis Management, Office of"
Program Specialist 3 Cannabis,27,0.0,5.0,,"Cannabis Management, Office of"
Project Assnt,NS,0.0,5.0,,Multiple Agencies
Project Coord,NS,0.0,5.0,,Multiple Agencies
Project Dir,NS,0.0,5.0,,Multiple Agencies
Project Manager 1,18,0.0,5.0,,Multiple Agencies
Project Manager 2,23,0.0,5.0,,Multiple Agencies
Project Manager 3,25,0.0,5.0,,Multiple Agencies
Project Manager 4,27,0.0,5.0,,Multiple Agencies
Project Manager 5,29,0.0,5.0,,Multiple Agencies
Project Manager 6,31,0.0,5.0,,"Information Technology Services, Office of"
Promotion & Public Affairs Agent,NS,2.0,5.0,,"General Services, Office of"
Property Manager 1,18,0.0,5.0,,Multiple Agencies
Property Manager 2,22,0.0,5.0,,Multiple Agencies
Property Manager 3,61,0.0,6.0,,Multiple Agencies
Psychiatric Examiner Psychologist,27,0.0,5.0,,"Mental Health, Office of"
Psychiatrist 1,38,0.0,5.0,,Multiple Agencies
Psychiatrist 1 Addiction,38,0.0,5.0,,Kingsboro Psych Center
Psychiatrist 1 Children & Youth,38,0.0,5.0,,OMH-M/O+Facs
Psychiatrist 1 Chinese Language,38,0.0,5.0,,South Beach Psych Center
Psychiatrist 1 Forensic,38,0.0,5.0,,OMH-M/O+Facs
Psychiatrist 1 Research,38,1.0,5.0,,OMH-M/O+Facs
Psychiatrist 1 Spanish Language,38,0.0,5.0,,Washington Heights Unit
Psychiatrist 2,38,0.0,5.0,,Multiple Agencies
Psychiatrist 2 Addiction,38,0.0,5.0,,R H Hutchings Psych Center
Psychiatrist 2 Children & Youth,38,0.0,5.0,,OMH-M/O+Facs
Psychiatrist 2 Children & Youth Spanish Language,38,0.0,5.0,,NYC Childrens Center
